record_id,clip_index,label,seq_len
1160_data_0_329.pkl,329,4,15000
1160_data_0_330.pkl,330,4,15000
1160_data_0_331.pkl,331,4,15000
1160_data_0_332.pkl,332,4,15000
1160_data_0_333.pkl,333,4,15000
1160_data_0_334.pkl,334,4,15000
1160_data_0_335.pkl,335,4,15000
1160_data_0_336.pkl,336,4,15000
1160_data_0_337.pkl,337,4,15000
1160_data_0_338.pkl,338,4,15000
1160_data_0_339.pkl,339,4,15000
1160_data_0_340.pkl,340,4,15000
1160_data_0_341.pkl,341,4,15000
1160_data_0_342.pkl,342,4,15000
1160_data_0_343.pkl,343,4,15000
1160_data_0_344.pkl,344,4,15000
1160_data_0_345.pkl,345,0,15000
1160_data_0_346.pkl,346,1,15000
1160_data_0_347.pkl,347,2,15000
1160_data_0_348.pkl,348,1,15000
1160_data_0_349.pkl,349,2,15000
1160_data_0_350.pkl,350,2,15000
1160_data_0_351.pkl,351,1,15000
1160_data_0_352.pkl,352,2,15000
1160_data_0_353.pkl,353,1,15000
1160_data_0_354.pkl,354,2,15000
1160_data_0_355.pkl,355,1,15000
1160_data_0_356.pkl,356,1,15000
1160_data_0_357.pkl,357,2,15000
1160_data_0_358.pkl,358,0,15000
1160_data_0_359.pkl,359,0,15000
1160_data_0_360.pkl,360,0,15000
1160_data_0_361.pkl,361,0,15000
1160_data_0_362.pkl,362,0,15000
1160_data_0_363.pkl,363,0,15000
1160_data_0_364.pkl,364,0,15000
1160_data_0_365.pkl,365,0,15000
1160_data_0_366.pkl,366,0,15000
1160_data_0_367.pkl,367,0,15000
1160_data_0_368.pkl,368,0,15000
1160_data_0_369.pkl,369,0,15000
1160_data_0_370.pkl,370,0,15000
1160_data_0_371.pkl,371,0,15000
1160_data_0_372.pkl,372,0,15000
1160_data_0_373.pkl,373,0,15000
1160_data_0_374.pkl,374,1,15000
1160_data_0_375.pkl,375,1,15000
1160_data_0_376.pkl,376,1,15000
1160_data_0_377.pkl,377,2,15000
1160_data_0_378.pkl,378,2,15000
1160_data_0_379.pkl,379,2,15000
1160_data_0_380.pkl,380,1,15000
1160_data_0_381.pkl,381,1,15000
1160_data_0_382.pkl,382,2,15000
1160_data_0_383.pkl,383,2,15000
1160_data_0_384.pkl,384,1,15000
1160_data_0_385.pkl,385,2,15000
1160_data_0_386.pkl,386,2,15000
1160_data_0_387.pkl,387,1,15000
1160_data_0_388.pkl,388,1,15000
1160_data_0_389.pkl,389,2,15000
1160_data_0_390.pkl,390,2,15000
1160_data_0_391.pkl,391,2,15000
1160_data_0_392.pkl,392,2,15000
1160_data_0_393.pkl,393,1,15000
1160_data_0_394.pkl,394,1,15000
1160_data_0_395.pkl,395,2,15000
1160_data_0_396.pkl,396,2,15000
1160_data_0_397.pkl,397,2,15000
1160_data_0_398.pkl,398,1,15000
1160_data_0_399.pkl,399,2,15000
1160_data_0_400.pkl,400,2,15000
1160_data_0_401.pkl,401,2,15000
1160_data_0_402.pkl,402,2,15000
1160_data_0_403.pkl,403,2,15000
1160_data_0_404.pkl,404,2,15000
1160_data_0_405.pkl,405,2,15000
1160_data_0_406.pkl,406,2,15000
1160_data_0_407.pkl,407,2,15000
1160_data_0_408.pkl,408,2,15000
1160_data_0_409.pkl,409,2,15000
1160_data_0_410.pkl,410,2,15000
1160_data_0_411.pkl,411,2,15000
1160_data_0_412.pkl,412,2,15000
1160_data_0_413.pkl,413,0,15000
1160_data_0_414.pkl,414,0,15000
1160_data_0_415.pkl,415,1,15000
1160_data_0_416.pkl,416,1,15000
1160_data_0_417.pkl,417,2,15000
1160_data_0_418.pkl,418,1,15000
1160_data_0_419.pkl,419,2,15000
1160_data_0_420.pkl,420,1,15000
1160_data_0_421.pkl,421,2,15000
1160_data_0_422.pkl,422,2,15000
1160_data_0_423.pkl,423,2,15000
1160_data_0_424.pkl,424,1,15000
1160_data_0_425.pkl,425,2,15000
1160_data_0_426.pkl,426,2,15000
1160_data_0_427.pkl,427,2,15000
1160_data_0_428.pkl,428,2,15000
1160_data_0_429.pkl,429,2,15000
1160_data_0_430.pkl,430,2,15000
1160_data_0_431.pkl,431,2,15000
1160_data_0_432.pkl,432,2,15000
1160_data_0_433.pkl,433,2,15000
1160_data_0_434.pkl,434,2,15000
1160_data_0_435.pkl,435,2,15000
1160_data_0_436.pkl,436,3,15000
1160_data_0_437.pkl,437,3,15000
1160_data_0_438.pkl,438,3,15000
1160_data_0_439.pkl,439,2,15000
1160_data_0_440.pkl,440,2,15000
1160_data_0_441.pkl,441,2,15000
1160_data_0_442.pkl,442,3,15000
1160_data_0_443.pkl,443,3,15000
1160_data_0_444.pkl,444,3,15000
1160_data_0_445.pkl,445,3,15000
1160_data_0_446.pkl,446,3,15000
1160_data_0_447.pkl,447,3,15000
1160_data_0_448.pkl,448,3,15000
1160_data_0_449.pkl,449,3,15000
1160_data_0_450.pkl,450,3,15000
1160_data_0_451.pkl,451,3,15000
1160_data_0_452.pkl,452,3,15000
1160_data_0_453.pkl,453,3,15000
1160_data_0_454.pkl,454,3,15000
1160_data_0_455.pkl,455,3,15000
1160_data_0_456.pkl,456,3,15000
1160_data_0_457.pkl,457,3,15000
1160_data_0_458.pkl,458,3,15000
1160_data_0_459.pkl,459,3,15000
1160_data_0_460.pkl,460,3,15000
1160_data_0_461.pkl,461,3,15000
1160_data_0_462.pkl,462,3,15000
1160_data_0_463.pkl,463,3,15000
1160_data_0_464.pkl,464,3,15000
1160_data_0_465.pkl,465,3,15000
1160_data_0_466.pkl,466,3,15000
1160_data_0_467.pkl,467,3,15000
1160_data_0_468.pkl,468,3,15000
1160_data_0_469.pkl,469,3,15000
1160_data_0_470.pkl,470,3,15000
1160_data_0_471.pkl,471,3,15000
1160_data_0_472.pkl,472,3,15000
1160_data_0_473.pkl,473,3,15000
1160_data_0_474.pkl,474,3,15000
1160_data_0_475.pkl,475,3,15000
1160_data_0_476.pkl,476,3,15000
1160_data_0_477.pkl,477,3,15000
1160_data_0_478.pkl,478,3,15000
1160_data_0_479.pkl,479,3,15000
1160_data_0_480.pkl,480,3,15000
1160_data_0_481.pkl,481,2,15000
1160_data_0_482.pkl,482,2,15000
1160_data_0_483.pkl,483,2,15000
1160_data_0_484.pkl,484,2,15000
1160_data_0_485.pkl,485,2,15000
1160_data_0_486.pkl,486,2,15000
1160_data_0_487.pkl,487,1,15000
1160_data_0_488.pkl,488,2,15000
1160_data_0_489.pkl,489,1,15000
1160_data_0_490.pkl,490,2,15000
1160_data_0_491.pkl,491,2,15000
1160_data_0_492.pkl,492,2,15000
1160_data_0_493.pkl,493,2,15000
1160_data_0_494.pkl,494,2,15000
1160_data_0_495.pkl,495,2,15000
1160_data_0_496.pkl,496,2,15000
1160_data_0_497.pkl,497,3,15000
1160_data_0_498.pkl,498,3,15000
1160_data_0_499.pkl,499,3,15000
1160_data_0_500.pkl,500,3,15000
1160_data_0_501.pkl,501,3,15000
1160_data_0_502.pkl,502,3,15000
1160_data_0_503.pkl,503,3,15000
1160_data_0_504.pkl,504,3,15000
1160_data_0_505.pkl,505,3,15000
1160_data_0_506.pkl,506,3,15000
1160_data_0_507.pkl,507,3,15000
1160_data_0_508.pkl,508,3,15000
1160_data_0_509.pkl,509,3,15000
1160_data_0_510.pkl,510,3,15000
1160_data_0_511.pkl,511,3,15000
1160_data_0_512.pkl,512,3,15000
1160_data_0_513.pkl,513,3,15000
1160_data_0_514.pkl,514,3,15000
1160_data_0_515.pkl,515,3,15000
1160_data_0_516.pkl,516,3,15000
1160_data_0_517.pkl,517,3,15000
1160_data_0_518.pkl,518,3,15000
1160_data_0_519.pkl,519,3,15000
1160_data_0_520.pkl,520,3,15000
1160_data_0_521.pkl,521,1,15000
1160_data_0_522.pkl,522,2,15000
1160_data_0_523.pkl,523,4,15000
1160_data_0_524.pkl,524,4,15000
1160_data_0_525.pkl,525,4,15000
1160_data_0_526.pkl,526,4,15000
1160_data_0_527.pkl,527,4,15000
1160_data_0_528.pkl,528,4,15000
1160_data_0_529.pkl,529,4,15000
1160_data_0_530.pkl,530,4,15000
1160_data_0_531.pkl,531,4,15000
1160_data_0_532.pkl,532,4,15000
1160_data_0_533.pkl,533,4,15000
1160_data_0_534.pkl,534,4,15000
1160_data_0_535.pkl,535,4,15000
1160_data_0_536.pkl,536,4,15000
1160_data_0_537.pkl,537,4,15000
1160_data_0_538.pkl,538,4,15000
1160_data_0_539.pkl,539,4,15000
1160_data_0_540.pkl,540,4,15000
1160_data_0_541.pkl,541,4,15000
1160_data_0_542.pkl,542,4,15000
1160_data_0_543.pkl,543,4,15000
1160_data_0_544.pkl,544,4,15000
1160_data_0_545.pkl,545,4,15000
1160_data_0_546.pkl,546,4,15000
1160_data_0_547.pkl,547,4,15000
1160_data_0_548.pkl,548,4,15000
1160_data_0_549.pkl,549,4,15000
1160_data_0_550.pkl,550,4,15000
1160_data_0_551.pkl,551,4,15000
1160_data_0_552.pkl,552,0,15000
1160_data_0_553.pkl,553,1,15000
1160_data_0_554.pkl,554,2,15000
1160_data_0_555.pkl,555,2,15000
1160_data_0_556.pkl,556,2,15000
1160_data_0_557.pkl,557,2,15000
1160_data_0_558.pkl,558,2,15000
1160_data_0_559.pkl,559,4,15000
1160_data_0_560.pkl,560,4,15000
1160_data_0_561.pkl,561,4,15000
1160_data_0_562.pkl,562,4,15000
1160_data_0_563.pkl,563,4,15000
1160_data_0_564.pkl,564,4,15000
1160_data_0_565.pkl,565,4,15000
1160_data_0_566.pkl,566,4,15000
1160_data_0_567.pkl,567,4,15000
1160_data_0_568.pkl,568,4,15000
1160_data_0_569.pkl,569,4,15000
1160_data_0_570.pkl,570,4,15000
1160_data_0_571.pkl,571,4,15000
1160_data_0_572.pkl,572,4,15000
1160_data_0_573.pkl,573,4,15000
1160_data_0_574.pkl,574,4,15000
1160_data_0_575.pkl,575,4,15000
1160_data_0_576.pkl,576,4,15000
1160_data_0_577.pkl,577,4,15000
1160_data_0_578.pkl,578,4,15000
1160_data_0_579.pkl,579,4,15000
1160_data_0_580.pkl,580,4,15000
1160_data_0_581.pkl,581,4,15000
1160_data_0_582.pkl,582,4,15000
1160_data_0_583.pkl,583,4,15000
1160_data_0_584.pkl,584,4,15000
1160_data_0_585.pkl,585,4,15000
1160_data_0_586.pkl,586,4,15000
1160_data_0_587.pkl,587,4,15000
1160_data_0_588.pkl,588,4,15000
1160_data_0_589.pkl,589,1,15000
1160_data_0_590.pkl,590,2,15000
1160_data_0_591.pkl,591,2,15000
1160_data_0_592.pkl,592,2,15000
1160_data_0_593.pkl,593,2,15000
1160_data_0_594.pkl,594,2,15000
1160_data_0_595.pkl,595,1,15000
1160_data_0_596.pkl,596,2,15000
1160_data_0_597.pkl,597,2,15000
1160_data_0_598.pkl,598,2,15000
1160_data_0_599.pkl,599,2,15000
1160_data_0_600.pkl,600,2,15000
1160_data_0_601.pkl,601,2,15000
1160_data_0_602.pkl,602,2,15000
1160_data_0_603.pkl,603,2,15000
1160_data_0_604.pkl,604,2,15000
1160_data_0_605.pkl,605,2,15000
1160_data_0_606.pkl,606,2,15000
1160_data_0_607.pkl,607,2,15000
1160_data_0_608.pkl,608,2,15000
1160_data_0_609.pkl,609,2,15000
1160_data_0_610.pkl,610,2,15000
1160_data_0_611.pkl,611,2,15000
1160_data_0_612.pkl,612,2,15000
1160_data_0_613.pkl,613,2,15000
1160_data_0_614.pkl,614,2,15000
1160_data_0_615.pkl,615,2,15000
1160_data_0_616.pkl,616,2,15000
1160_data_0_617.pkl,617,2,15000
1160_data_0_618.pkl,618,2,15000
1160_data_0_619.pkl,619,2,15000
1160_data_0_620.pkl,620,2,15000
1160_data_0_621.pkl,621,2,15000
1160_data_0_622.pkl,622,2,15000
1160_data_0_623.pkl,623,2,15000
1160_data_0_624.pkl,624,2,15000
1160_data_0_625.pkl,625,2,15000
1160_data_0_626.pkl,626,2,15000
1160_data_0_627.pkl,627,2,15000
1160_data_0_628.pkl,628,2,15000
1160_data_0_629.pkl,629,2,15000
1160_data_0_630.pkl,630,0,15000
1160_data_0_631.pkl,631,0,15000
1160_data_0_632.pkl,632,0,15000
1160_data_0_633.pkl,633,0,15000
1160_data_0_634.pkl,634,0,15000
1160_data_0_635.pkl,635,0,15000
1160_data_0_636.pkl,636,0,15000
1160_data_0_637.pkl,637,1,15000
1160_data_0_638.pkl,638,0,15000
1160_data_0_639.pkl,639,0,15000
1160_data_0_640.pkl,640,0,15000
1160_data_0_641.pkl,641,0,15000
1160_data_0_642.pkl,642,0,15000
1160_data_0_643.pkl,643,0,15000
1160_data_0_644.pkl,644,0,15000
1160_data_0_645.pkl,645,0,15000
1160_data_0_646.pkl,646,0,15000
1160_data_0_647.pkl,647,0,15000
1160_data_0_648.pkl,648,0,15000
1160_data_0_649.pkl,649,0,15000
1160_data_0_650.pkl,650,0,15000
1160_data_0_651.pkl,651,0,15000
1160_data_0_652.pkl,652,0,15000
1160_data_0_653.pkl,653,0,15000
1160_data_0_654.pkl,654,0,15000
1160_data_0_655.pkl,655,0,15000
1160_data_0_656.pkl,656,0,15000
1160_data_0_657.pkl,657,0,15000
1160_data_0_658.pkl,658,0,15000
1160_data_0_659.pkl,659,0,15000
1160_data_0_660.pkl,660,0,15000
1160_data_0_661.pkl,661,0,15000
1160_data_0_662.pkl,662,0,15000
1160_data_0_663.pkl,663,0,15000
1160_data_0_664.pkl,664,0,15000
1160_data_0_665.pkl,665,0,15000
1160_data_0_666.pkl,666,0,15000
1160_data_0_667.pkl,667,0,15000
1160_data_0_668.pkl,668,0,15000
1160_data_0_669.pkl,669,0,15000
1160_data_0_670.pkl,670,0,15000
1160_data_0_671.pkl,671,0,15000
1160_data_0_672.pkl,672,0,15000
1160_data_0_673.pkl,673,0,15000
1160_data_0_674.pkl,674,0,15000
1160_data_0_675.pkl,675,0,15000
1160_data_0_676.pkl,676,0,15000
1160_data_0_677.pkl,677,0,15000
1160_data_0_678.pkl,678,0,15000
1160_data_0_679.pkl,679,1,15000
1160_data_0_680.pkl,680,1,15000
1160_data_0_681.pkl,681,2,15000
1160_data_0_682.pkl,682,0,15000
1160_data_0_683.pkl,683,1,15000
1160_data_0_684.pkl,684,1,15000
1160_data_0_685.pkl,685,2,15000
1160_data_0_686.pkl,686,1,15000
1160_data_0_687.pkl,687,2,15000
1160_data_0_688.pkl,688,0,15000
1160_data_0_689.pkl,689,0,15000
1160_data_0_690.pkl,690,0,15000
1160_data_0_691.pkl,691,0,15000
1160_data_0_692.pkl,692,1,15000
1160_data_0_693.pkl,693,1,15000
1160_data_0_694.pkl,694,2,15000
1160_data_0_695.pkl,695,1,15000
1160_data_0_696.pkl,696,2,15000
1160_data_0_697.pkl,697,1,15000
